subject,identifier,type,creator,title,volume,edition,publisher,year,format,ISBN,ISSN,ISMN,EAN/UPC,binding/price,language,country,date of publication,description,collective title,links,relation,rights,subject headings,connected titles,uniform title,frequency,wv number
"004 Informatik ; 621.3 Elektrotechnik, Elektronik","URN:urn:nbn:de:101:1-2023032902353322493132, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023032902353322493132, URL:http://d-nb.info/1284679136/34, URL:https://publications.rwth-aachen.de/record/794413, IDN:1284679136",Online-Ressource,"Bläser, Max [Verfasser] ; Ohm, Jens-Rainer [Akademischer Betreuer] ; Schwarz, Heiko [Akademischer Betreuer]","Prediction and parameter coding for non-rectangular block partitioning / Max Daniel Carl Bläser ; Jens-Rainer Ohm, Heiko Schwarz",,,Aachen : Universitätsbibliothek der RWTH Aachen,2020,Online-Ressource,,,,,,eng,XA-DE-NW,,,"Düren : Shaker Verlag, 2020 (Aachen series on multimedia and communications engineering; 22)",,,lizenzfrei,Videobearbeitung ; Datenkompression ; Codierung ; Bewegungskompensation ; Partition &lt;Informatik>,,,,"23,O04"
004 Informatik,"URN:urn:nbn:de:bsz:mh39-110848, URL:http://nbn-resolving.de/urn:nbn:de:bsz:mh39-110848, URL:http://d-nb.info/1260466051/34, URL:https://ids-pub.bsz-bw.de/frontdoor/index/index/docId/11084, IDN:1260466051",Online-Ressource,"Müller, Mark-Christoph [Verfasser] ; Dipper, Stefanie [Herausgeber] ; Zeldes, Amir [Herausgeber]","pyMMAX2: Deep access to MMAX2 projects from Python / Mark-Christoph Müller ; Herausgeber: Stefanie Dipper, Amir Zeldes",,,Mannheim : Leibniz-Institut für Deutsche Sprache (IDS); Stroudsburg ; Pennsylvania : Association for Computational Linguistics,2020,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,Computerlinguistik ; Python &lt;Programmiersprache> ; API ; XML ; Neurolinguistisches Programmieren ; Data Science,,,,"22,O07"
"380 Handel, Kommunikation, Verkehr","URN:urn:nbn:de:0307-20240722-003-8, URL:http://nbn-resolving.de/urn:nbn:de:0307-20240722-003-8, URL:http://d-nb.info/1362292923/34, URL:https://kartdok.staatsbibliothek-berlin.de/receive/kartdok_mods_00001246, IDN:1362292923",Online-Ressource,"Thiery, Florian [Verfasser] ; Homburg, Timo [Verfasser]","QGIS - A SPARQLing Unicorn? : eine Einführung in Linked Open Geodata zur Integration von RDF in QGIS Plugins / Florian Thiery, Timo Homburg",,,Berlin : KartDok - Repositorium Kartographie Staatsbibliothek zu Berlin - Preußischer Kulturbesitz - Kartenabteilung -,2020,Online-Ressource,,,,,,ger,XA-DE-BE,,,,,,lizenzfrei,Daten ; Datenbank ; Semantic Web ; Linked Data ; Open Data ; Raumdaten ; Ontologie ; SPARQL ; Abfragesprache ; QGIS ; RDF &lt;Informatik> ; Auszeichnungssprache,,,,"25,O05"
004 Informatik,"URN:urn:nbn:de:0168-ssoar-68921-8, URL:http://nbn-resolving.de/urn:nbn:de:0168-ssoar-68921-8, URL:http://d-nb.info/1242921613/34, URL:https://www.ssoar.info/ssoar/handle/document/68921, IDN:1242921613",Online-Ressource,"Weber, Arnd [Verfasser] ; Heiser, Gernot [Verfasser] ; Kuhlmann, Dirk [Verfasser] ; Schallbruch, Martin [Verfasser] ; Chattopadhyay, Anupam [Verfasser] ; Guilley, Sylvain [Verfasser] ; Kasper, Michael [Verfasser] ; Krauß, Christoph [Verfasser] ; Krüger, Philipp S. [Verfasser] ; Reith, Steffen [Verfasser] ; Seifert, Jean-Pierre [Verfasser]",Sichere IT ohne Schwachstellen und Hintertüren,,,"Mannheim : SSOAR, GESIS – Leibniz-Institut für Sozialwissenschaften e.V.",2020,Online-Ressource,,,,,,ger,XA-DE-BW,,,,,,,,,,,"21,O11"
320 Politik,"URN:urn:nbn:de:101:1-2020092503555612572906, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2020092503555612572906, URL:http://d-nb.info/1218300329/34, URL:http://hdl.handle.net/2003/39392, IDN:1218300329",Online-Ressource,"Engel, Joachim [Verfasser]","Statistische Bildung, Data Science und Demokratie / Joachim Engel",,,Dortmund : Universitätsbibliothek Dortmund,2020,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"20,O10"
004 Informatik,"URN:urn:nbn:de:gbv:18-ediss-90774, URL:http://nbn-resolving.de/urn:nbn:de:gbv:18-ediss-90774, URL:http://d-nb.info/1229625542/34, URL:https://ediss.sub.uni-hamburg.de/handle/ediss/8877, IDN:1229625542",Online-Ressource,"Hovy, Christian [Verfasser]",Unittests für die Klimamodellentwicklung / Christian Hovy,,,Hamburg : Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky,2020,Online-Ressource,,,,,,ger,XA-DE-HH,,,,,,lizenzfrei,,,,,"21,O04"
004 Informatik,"URN:urn:nbn:de:bsz:14-qucosa2-708477, URL:http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa2-708477, URL:http://d-nb.info/1227312059/34, , IDN:1227312059",Online-Ressource,"Bornschein, Jens [Verfasser] ; Wojdziak, Jan [Akademischer Betreuer] ; Groh, Rainer [Akademischer Betreuer]","Visualisierung komplexer Datenstrukturen in einer CAVE am Beispiel von Graphen / Jens Bornschein ; Jan Wojdziak, Rainer Groh",,,Dresden : Technische Universität Dresden,2020,Online-Ressource,,,,,,ger,XA-DE-SN,,,,,,lizenzfrei,,,,,"21,O03"
"610 Medizin, Gesundheit","URN:urn:nbn:de:101:1-2021032414140332010125, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2021032414140332010125, URL:http://d-nb.info/1230029494/34, URL:https://www.plattform-lernende-systeme.de/files/Downloads/Publikationen/AG1_Whitepaper_Von_Daten_zu_KI.pdf, IDN:1230029494",Online-Ressource,Plattform Lernende Systeme,Von Daten zu KI: Intelligentes Datenmanagement als Basis für Data Science und den Einsatz Lernender Systeme / Plattform Lernende Systeme,,,"München : Lernende Systeme – Die Plattform für Künstliche Intelligenz, Geschäftsstelle c/o acatech",2020,Online-Ressource,,,,,,ger,XA-DE-BY,,,,,,lizenzfrei,,,,,"21,O04"
"000 Allgemeines, Wissenschaft","URN:urn:nbn:de:hbz:464-20200326-164949-7, URL:http://nbn-resolving.de/urn:nbn:de:hbz:464-20200326-164949-7, URL:http://d-nb.info/129124297X/34, URL:https://duepublico2.uni-due.de/receive/duepublico_mods_00049575, IDN:129124297X",Online-Ressource,"Beißwenger, Michael [Verfasser] ; Klüpfel, Hubert [Verfasser] ; López, Ania [Verfasser] ; Rehwald, Stephanie [Verfasser]","Welche Unterstützungsangebote benötigen Disziplinen für die systematische Verankerung von E-Science in der universitären Forschung und Lehre? : Perspektiven und Anforderungen am Beispiel der Germanistischen Linguistik / Michael Beißwenger, Hubert Ludwig Kluepfel, Ania López, Stephanie Rehwald",,,Duisburg ; Essen : Universität Duisburg-Essen,2020,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"23,O07"
004 Informatik,"URN:urn:nbn:de:101:1-2020110520262740944869, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2020110520262740944869, URL:http://d-nb.info/1220896020/34, URL:https://doi.org/10.1007/s13222-020-00354-8, ISSN:ISSN der Vorlage: 1610-1995, IDN:1220896020",Online-Ressource,"Alder, Nicolas Verfasser] ; Bleifuß, Tobias [Verfasser] ; Bornemann, Leon [Verfasser] ; [Naumann, Felix [Verfasser] ; Repke, Tim [Verfasser]","Ein Data Engineering Kurs für 10.000 Teilnehmer / von Nicolas Alder, Tobias Bleifuß, Leon Bornemann, Felix Naumann, Tim Repke",,,,2020,Online-Ressource : online resource.,,,,,,ger,XA-DE,,,,,,,,"Enthalten in: Datenbank-Spektrum : 2001, 16.9.2020: 1-5",,,
"050 Zeitschriften, fortlaufende Sammelwerke","URN:urn:nbn:de:101:1-2023071314081618955195, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023071314081618955195, URL:http://d-nb.info/1295933837/34, URL:https://zfdg.de/2020_006, IDN:1295933837",Online-Ressource,"Schöch, Christof [Verfasser] ; Döhl, Frédéric [Verfasser] ; Rettinger, Achim [Verfasser] ; Gius, Evelyn [Verfasser] ; Trilcke, Peer [Verfasser] ; Leinen, Peter [Verfasser] ; Jannidis, Fotis [Verfasser] ; Hinzmann, Maria [Verfasser] ; Röpke, Jörg [Verfasser]","Abgeleitete Textformate: Text und Data Mining mit urheberrechtlich geschützten Textbeständen / Christof Schöch, Frédéric Döhl, Achim Rettinger, Evelyn Gius, Peer Trilcke, Peter Leinen, Fotis Jannidis, Maria Hinzmann, Jörg Röpke",,,,2020,Online-Ressource,,,,,,ger,,,,,,,lizenzfrei,Data Mining ; Literaturwissenschaft ; Open Science ; Text Mining ; Urheberrecht,"Enthalten in: Zeitschrift für digitale Geisteswissenschaften : 2015, Bd. 5, Nr. 5, Version 1.0",,,
004 Informatik,"URN:urn:nbn:de:101:1-2020052206542058731913, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2020052206542058731913, URL:http://d-nb.info/1210709422/34, URL:https://doi.org/10.1007/s00287-020-01253-8, ISSN:ISSN der Vorlage: 1432-122X, IDN:1210709422",Online-Ressource,"Abedjan, Ziawasch [Verfasser] ; Anuth, Hagen [Verfasser] ; Esmailoghli, Mahdi [Verfasser] ; Mahdavi, Mohammad [Verfasser] ; Neutatz, Felix [Verfasser] ; Chen, Binger [Verfasser]","Data Science für alle: Grundlagen der Datenprogrammierung : Ein Data-Science-Kurs für alle Studierenden der TU Berlin / von Ziawasch Abedjan, Hagen Anuth, Mahdi Esmailoghli, Mohammad Mahdavi, Felix Neutatz, Binger Chen",,,,2020,Online-Ressource : online resource.,,,,,,ger,,,,,,,,,"Enthalten in: Informatik-Spektrum : 1986, 27.2.2020: 1-8",,,
"004 Informatik ; 621.3 Elektrotechnik, Elektronik","URN:urn:nbn:de:hebis:30:3-509153, URL:http://nbn-resolving.de/urn:nbn:de:hebis:30:3-509153, URL:http://d-nb.info/1193126088/34, URL:http://publikationen.ub.uni-frankfurt.de/frontdoor/index/index/docId/50915, IDN:1193126088",Online-Ressource,"Kühn, Vincent Roy Verfasser] ; [Mehler, Alexander [Akademischer Betreuer] ; Mehler, Alexander [Gutachter] ; Ramesh, Visvanathan [Gutachter]","A gesture-based interface to VR / Vincent Roy Kühn ; Gutachter: Alexander Mehler, Visvanathan Ramesh ; Betreuer: Alexander Mehler",,,Frankfurt am Main : Universitätsbibliothek Johann Christian Senckenberg,2019,Online-Ressource,,,,,,ger,XA-DE-HE,,,,,,lizenzfrei,,,,,"19,O09"
"610 Medizin, Gesundheit","URN:urn:nbn:de:bsz:mit1-opus4-114620, URL:http://nbn-resolving.de/urn:nbn:de:bsz:mit1-opus4-114620, URL:http://d-nb.info/1340044595/34, URL:https://monami.hs-mittweida.de/frontdoor/index/index/docId/11462, IDN:1340044595",Online-Ressource,"Hasler, Robert [Verfasser] ; Wünschiers, Röbbe [Akademischer Betreuer] ; Schor, Jana [Akademischer Betreuer]","Auf dem Weg zur prädikativen (Eco-) Toxikologie : Datenintegration und Anwendung künstlicher Intelligenz auf Chemikaliendaten / Robert Hasler ; Röbbe Wünschiers, Jana Schor",,,Mittweida : Hochschule Mittweida,2019,Online-Ressource,,,,,,ger,XA-DE-SN,,,,,,lizenzfrei,Chemikalie ; Datenbank ; Datenintegration,,,,"24,O09"
004 Informatik,"URN:urn:nbn:de:bsz:93-opus-ds-105127, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-ds-105127, URL:http://d-nb.info/1192757262/34, , IDN:1192757262",Online-Ressource,"Link, Marco [Verfasser]",Automatische Ressourcenselektion in Datenanalysepipelines / Marco Link,,,Stuttgart : Universitätsbibliothek der Universität Stuttgart,2019,Online-Ressource,,,,,,ger,XA-DE-BW,,,,,,lizenzfrei,,,,,"19,O09"
004 Informatik,"URN:urn:nbn:de:bsz:14-qucosa2-340438, URL:http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa2-340438, URL:http://d-nb.info/1226899676/34, , IDN:1226899676",Online-Ressource,"Haas, Sebastian [Verfasser] ; Fettweis, Gerhard [Gutachter] ; Blume, Holger [Gutachter]","Beschleunigerarchitekturen zur energieeffizienten Datenbank-Anfrageverarbeitung in Mehrprozessorsystemen / Sebastian Haas ; Gutachter: Gerhard Fettweis, Holger Blume",,,Dresden : Technische Universität Dresden,2019,Online-Ressource,,,,,,ger,XA-DE-SN,,,,,,lizenzfrei,,Erscheint auch als Sebastian Haas: Beschleunigerarchitekturen zur energieeffizienten Datenbank-Anfrageverarbeitung in Mehrprozessorsystemen,,,"21,O03"
004 Informatik,"URN:urn:nbn:de:bsz:289-oparu-21264-3, URL:http://nbn-resolving.de/urn:nbn:de:bsz:289-oparu-21264-3, URL:http://d-nb.info/119830989X/34, URL:http://nbn-resolving.de/urn:nbn:de:bsz:289-oparu-21264-3, IDN:119830989X",Online-Ressource,"Müelich, Sven [Verfasser]",Channel coding for hardware-intrinsic security / Sven Müelich,,,Ulm : Universität Ulm,2019,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,Kanalcodierung ; Physical unclonable function ; Computersicherheit ; Kryptologie ; Nachrichtentechnik ; Informationstheorie ; Codierungstheorie,,,,"19,O11"
004 Informatik,"URN:urn:nbn:de:0072-576160, URL:http://nbn-resolving.de/urn:nbn:de:0072-576160, URL:http://d-nb.info/1183814976/34, URL:http://www.ksp.kit.edu, ISBN:978-3-7315-0557-0, IDN:1183814976",Online-Ressource,"Lenk, Alexander [Verfasser]",Cloud Standby - Eine Methode zur Vorhaltung eines Notfallsystems in der Cloud / Alexander Lenk,,,Karlsruhe : KIT Scientific Publishing,2019,Online-Ressource,978-3-7315-0557-0,,,,,ger,XA-DE-BW,,,,,,,Cloud Computing ; Wiederherstellung &lt;Informatik> ; Stand-by-Betrieb,,,,"19,O05"
530 Physik,"URN:urn:nbn:de:hbz:5n-54110, URL:http://nbn-resolving.de/urn:nbn:de:hbz:5n-54110, URL:http://d-nb.info/1188731904/34, URL:http://hss.ulb.uni-bonn.de/2019/5411/5411.htm, IDN:1188731904",Online-Ressource,"Hoffmeister, Philipp [Verfasser]",Das Datenerfassungssystem für das Crystal-Barrel/TAPS-Experiment an ELSA / Philipp Hoffmeister,,,Bonn : Universitäts- und Landesbibliothek Bonn,2019,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"19,O07"
650 Management,"URN:urn:nbn:de:101:1-2019061302082685867337, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2019061302082685867337, URL:http://d-nb.info/1188406469/34, URL:https://www.repo.uni-hannover.de/handle/123456789/4997, IDN:1188406469",Online-Ressource,"Gleue, Christoph [Verfasser]","Data Mining und Big Data Analytics : semantische Suche, Prognose und Entscheidungsunterstützung mit Künstlichen Neuronalen Netzen / Christoph Gleue",,,Hannover : Gottfried Wilhelm Leibniz Universität Hannover,2019,Online-Ressource,,,,,,ger,XA-DE-NI,,,,,,lizenzfrei,Data Mining ; Big Data ; Semantic Web ; Informationsverhalten ; Managementinformationssystem ; Data-Warehouse-Konzept ; Neuronales Netz,,,,"19,O07"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:kobv:525-24401, URL:http://nbn-resolving.de/urn:nbn:de:kobv:525-24401, URL:http://d-nb.info/1200404912/34, URL:https://opus4.kobv.de/opus4-fhpotsdam/frontdoor/index/index/docId/2440, IDN:1200404912",Online-Ressource,"Rothfritz, Laura [Verfasser] ; Neuroth, Heike [Gutachter] ; Petras, Vivien [Gutachter]","Data Stewardship als Boundary-Work / Laura Rothfritz ; Gutachter: Heike Neuroth, Vivien Petras",,,Potsdam : Fachhochschule Potsdam,2019,Online-Ressource,,,,,,ger,XA-DE-BB,,,,,,lizenzfrei,Open Science ; Forschungsdaten ; Interdisziplinäre Forschung ; Kooperatives Verhalten ; Grenze ; Arbeitsfeld,,,,"19,O12"
004 Informatik,"URN:urn:nbn:de:gbv:28-rosdok_id00002579-7, URL:http://nbn-resolving.de/urn:nbn:de:gbv:28-rosdok_id00002579-7, URL:http://d-nb.info/1293658367/34, , IDN:1293658367",Online-Ressource,"Konieczek, Björn [Verfasser] ; Timmermann, Dirk [Gutachter] ; Kastner, Wolfgang [Gutachter]","Deterministische und interoperable Kommunikation mit dem Constrained Application Protocol / Björn Konieczek ; Gutachter: Dirk Timmermann, Wolfgang Kastner",,,Rostock : Universität Rostock,2019,Online-Ressource,,,,,,ger,XA-DE-MV,,,,,,lizenzfrei,,,,,"23,O07"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:kobv:526-opus4-13551, URL:http://nbn-resolving.de/urn:nbn:de:kobv:526-opus4-13551, URL:http://d-nb.info/1224353250/34, URL:https://opus4.kobv.de/opus4-th-wildau/frontdoor/index/index/docId/1355, IDN:1224353250",Online-Ressource,"Heim, Kathrin [Verfasser] ; Lohrum, Stefan [Akademischer Betreuer] ; Keidel, Petra [Akademischer Betreuer]","Die Deduplizierung von bibliothekarischen Metadaten am Beispiel der Datenintegration eines Institutskatalogs in den Bibliotheksverbund IDS St.Gallen / Kathrin Heim ; Stefan Lohrum, Petra Keidel",,,Wildau : Technische Hochschule Wildau,2019,Online-Ressource,,,,,,ger,XA-DE-BB,,,,,,lizenzfrei,,,,,"21,O01"
330 Wirtschaft,"URN:urn:nbn:de:101:1-2019080711032249706218, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2019080711032249706218, URL:http://d-nb.info/1192391217/34, URL:http://www.rfii.de/de/dokumente/, IDN:1192391217",Online-Ressource,Rat für Informationsinfrastrukturen,[Digital competencies – urgently needed!] ; Digitale Kompetenzen - dringend gesucht! : Empfehlungen zu Berufs- und Ausbildungsperspektiven für den Arbeitsmarkt Wissenschaft / Rat für Informationsinfrastrukturen,,,Göttingen : Rat für Informationsinfrastrukturen,2019,Online-Ressource,,,,,,ger,XA-DE-NI,,,,,,lizenzfrei,,,Digital competencies – urgently needed!,,"19,O09"
"000 Allgemeines, Wissenschaft ; 020 Bibliotheks- und Informationswissenschaft","URN:urn:nbn:de:kobv:11-110-18452/20612-1, URL:http://nbn-resolving.de/urn:nbn:de:kobv:11-110-18452/20612-1, URL:http://d-nb.info/1189069539/34, URL:http://edoc.hu-berlin.de/18452/20612, IDN:1189069539",Online-Ressource,"Petras, Vivien [Verfasser] ; Kindling, Maxi [Verfasser] ; Neuroth, Heike [Verfasser] ; Rothfritz, Laura [Verfasser]","Digitales Datenmanagement als Berufsfeld im Kontext der Data Literacy / Vivien Petras, Maxi Kindling, Heike Neuroth, Laura Rothfritz",,,Berlin : Humboldt-Universität zu Berlin,2019,Online-Ressource,,,,,,ger,XA-DE-BE,,,,,,lizenzfrei,,,,,"19,O07"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:kobv:525-24636, URL:http://nbn-resolving.de/urn:nbn:de:kobv:525-24636, URL:http://d-nb.info/1203125720/34, URL:https://opus4.kobv.de/opus4-fhpotsdam/frontdoor/index/index/docId/2463, IDN:1203125720",Online-Ressource,"Neuroth, Heike [Verfasser] ; Rothfritz, Laura [Verfasser] ; Petras, Vivien [Verfasser] ; Kindling, Maxi [Verfasser]","Digitales Datenmanagement als neue Aufgabe für wissenschaftliche Bibliotheken / Heike Neuroth, Laura Rothfritz, Vivien Petras, Maxi Kindling",,,Potsdam : Fachhochschule Potsdam,2019,Online-Ressource,,,,,,ger,XA-DE-BB,,,,,,lizenzfrei,Datenmanagement ; Forschungsdaten ; Hochschulausbildung ; Open Science,,,,"20,O02"
004 Informatik,"URN:urn:nbn:de:bvb:473-opus4-551376, URL:http://nbn-resolving.de/urn:nbn:de:bvb:473-opus4-551376, URL:http://d-nb.info/126986601X/34, , ISSN:ISSN der Vorlage: 2750-8560, IDN:126986601X",Online-Ressource,"Kufer, Stefan [Verfasser] ; Henrich, Andreas [Gutachter]",Effective and Efficient Summarization of Two-Dimensional Point Data : Approaches for Resource Description and Selection in Spatial Application Scenarios / Stefan Kufer ; Gutachter: Andreas Henrich,,,Bamberg : University of Bamberg Press,2019,Online-Ressource,,,,,,eng,XA-DE-BY,,,Schriften aus der Fakultät Wirtschaftsinformatik und Angewandte Informatik der Otto-Friedrich-Universität Bamberg ; 38,,,lizenzfrei,Geoinformation ; Raumdaten ; Datenverwaltung ; Ähnlichkeitssuche ; Peer-to-Peer-Netz ; Abfrage ; Nächste-Nachbarn-Problem ; Mehrdimensionale Datenstruktur ; RDF &lt;Informatik>,Erscheint auch als: ISBN: 978-3-86309-672-4; Erscheint auch als: ISBN: 978-3-86309-673-1,,,"22,O11"
004 Informatik,"URN:urn:nbn:de:bsz:ch1-qucosa2-328172, URL:http://nbn-resolving.de/urn:nbn:de:bsz:ch1-qucosa2-328172, URL:http://d-nb.info/1215909284/34, , IDN:1215909284",Online-Ressource,"Morgenstern, Johannes [Verfasser] ; Benn, Wolfgang [Akademischer Betreuer] ; Benn, Wolfgang [Gutachter] ; Lehner, Wolfgang [Gutachter]","Einsatz des Intelligent Cluster Index in verteilten, dezentralen NoSQL-Systemen / Johannes Morgenstern ; Gutachter: Wolfgang Benn, Wolfgang Lehner ; Betreuer: Wolfgang Benn",,,Chemnitz : Technische Universität Chemnitz,2019,Online-Ressource,,,,,,ger,XA-DE-SN,,,,,,lizenzfrei,NoSQL-Datenbanksystem ; Massendaten ; Künstliche Intelligenz,,,,"20,O09"
"510 Mathematik ; 370 Erziehung, Schul- und Bildungswesen","URN:urn:nbn:de:101:1-2020071313444795134270, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2020071313444795134270, URL:http://d-nb.info/1213678315/34, URL:https://publications.rwth-aachen.de/record/771553, IDN:1213678315",Online-Ressource,"Sube, Maike [Verfasser] ; Walcher, Sebastian [Akademischer Betreuer] ; Frank, Martin [Akademischer Betreuer]","Entwicklung und Evaluation von Unterrichtsmaterial zu Data Science und mathematischer Modellierung mit Schülerinnen und Schülern / Maike Sube ; Sebastian Walcher, Martin Frank",,,Aachen : Universitätsbibliothek der RWTH Aachen,2019,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"20,O08"
330 Wirtschaft,"URN:urn:nbn:de:bvb:824-opus4-5217, URL:http://nbn-resolving.de/urn:nbn:de:bvb:824-opus4-5217, URL:http://d-nb.info/1200020251/34, URL:https://opus4.kobv.de/opus4-ku-eichstaett/frontdoor/index/index/docId/521, IDN:1200020251",Online-Ressource,"Buchwitz, Benjamin [Verfasser] ; Küsters, Ulrich [Akademischer Betreuer] ; Setzer, Thomas [Akademischer Betreuer]","Forecasting price decline events for consumer goods [cumulative dissertation] / Benjamin Buchwitz ; Ulrich Küsters, Thomas Setzer",,,Eichstätt-Ingolstadt : Katholische Universität Eichstätt-Ingolstadt,2019,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,Statistik ; Data Science ; Prognoseverfahren ; Big Data ; Electronic Commerce ; Data Science ; Big Data ; Statistik ; Electronic Commerce ; Prognoseverfahren ; Hochschulschrift,Erscheint auch als Benjamin Buchwitz: Forecasting price decline events for consumer goods,,,"19,O12"
